onset	sample	event_code	cond_code
449.4792531	112384	9	3
449.8672075	112481	13	3
450.44314	112625	12	3
450.6991099	112689	13	3
451.0710663	112782	12	3
451.7749837	112958	13	3
452.2189316	113069	13	3
452.7428701	113200	12	3
453.0628325	113280	12	3
453.7947466	113463	13	3
454.10671	113541	12	3
454.430672	113622	1	3
454.8946176	113738	14	3
455.1505875	113802	7	3
455.478549	113884	11	3
456.1584692	114054	7	3
456.3304491	114097	201	3
456.4304373	114122	11	3
456.7064049	114191	14	3
457.0223679	114270	11	3
457.3103341	114342	14	3
457.498312	114389	201	3
458.0982416	114539	11	3
458.5221919	114645	201	3
458.6861726	114686	7	3
458.9661398	114756	10	3
459.3021003	114840	11	3
459.8180398	114969	14	3
460.0500126	115027	11	3
460.4219689	115120	201	3
460.7139347	115193	2	3
461.2338736	115323	12	3
461.5218399	115395	9	3
461.9897849	115512	12	3
462.3257455	115596	8	3
462.5657174	115656	13	3
462.7176995	115694	201	3
463.037662	115774	12	3
463.7295808	115947	13	3
464.5054897	116141	12	3
464.9934325	116263	13	3
465.7013494	116440	12	3
466.4852574	116636	1	3
466.9612015	116755	11	3
467.3531555	116853	11	3
467.4931391	116888	201	3
468.1370635	117049	14	3
468.9489683	117252	14	3
469.3169251	117344	7	3
469.7728716	117458	201	3
469.888858	117487	11	3
470.4967866	117639	14	3
470.800751	117715	11	3
471.2287007	117822	201	3
471.3806829	117860	11	3
471.6686491	117932	2	3
472.0286069	118022	13	3
472.2965754	118089	9	3
472.8245135	118221	8	3
473.152475	118303	12	3
473.2044689	118316	201	3
473.5004341	118390	13	3
474.1123623	118543	12	3
474.3443351	118601	8	3
474.7282901	118697	12	3
474.780284	118710	201	3
475.3122215	118843	13	3
475.9601455	119005	12	3
476.3001056	119090	12	3
476.6280671	119172	1	3
477.0800141	119285	11	3
477.3399836	119350	10	3
477.6119517	119418	201	3
478.1478888	119552	11	3
478.6838259	119686	201	3
478.8158104	119719	14	3
479.4557353	119879	11	3
480.1196574	120045	14	3
480.8955663	120239	10	3
481.2115292	120318	11	3
481.8754513	120484	11	3
482.3593945	120605	14	3
483.071311	120783	11	3
483.523258	120896	201	3
483.6872387	120937	2	3
484.2071777	121067	13	3
484.9830866	121261	12	3
485.2430561	121326	8	3
485.6430092	121426	201	3
486.0229646	121521	12	3
486.3709238	121608	12	3
487.1628308	121806	1	3
487.578782	121910	11	3
488.1547145	122054	201	3
488.3506915	122103	11	3
489.1106023	122293	10	3
489.4185661	122370	14	3
489.794522	122464	201	3
489.8585145	122480	11	3
490.1104849	122543	14	3
490.5304357	122648	11	3
491.2103559	122818	11	3
491.678301	122935	10	3
492.3062273	123092	201	3
492.4342122	123124	14	3
493.1701259	123308	14	3
493.4380944	123375	14	3
493.9100391	123493	11	3
494.549964	123653	2	3
494.6899475	123688	201	3
494.941918	123751	13	3
495.4818546	123886	8	3
495.7658213	123957	12	3
495.8498114	123978	201	3
496.185772	124062	12	3
496.8696917	124233	8	3
497.2696448	124333	201	3
497.6416012	124426	12	3
498.4495063	124628	1	3
498.9414486	124751	14	3
499.4373904	124875	11	3
499.7693515	124958	7	3
500.0933134	125039	11	3
500.4532712	125129	201	3
500.8732219	125234	11	3
501.4131586	125369	14	3
501.7571182	125455	11	3
502.1810684	125561	201	3
502.5210285	125646	11	3
503.300937	125841	2	3
503.692891	125939	12	3
504.1968319	126065	9	3
504.9847394	126262	12	3
505.3646948	126357	12	3
505.6206648	126421	13	3
505.8646362	126482	12	3
506.3925742	126614	13	3
506.9285113	126748	12	3
507.544439	126902	13	3
508.13237	127049	9	3
508.5043264	127142	12	3
508.8522856	127229	13	3
509.1362522	127300	12	3
509.8761654	127485	1	3
510.3801063	127611	14	3
511.1680138	127808	7	3
511.643958	127927	201	3
511.9559214	128005	11	3
512.1678965	128058	11	3
512.6998341	128191	11	3
513.2037749	128317	7	3
513.5717317	128409	14	3
513.6997167	128441	201	3
513.935689	128500	11	3
514.2436529	128577	11	3
515.0275609	128773	2	3
515.3755201	128860	12	3
515.7034816	128942	8	3
515.9434534	129002	12	3
516.0754379	129035	201	3
516.3274084	129098	12	3
516.8553464	129230	13	3
517.3472887	129353	12	3
517.6872488	129438	12	3
518.3191746	129596	9	3
518.7271267	129698	12	3
519.0550883	129780	1	3
519.4790385	129886	11	3
519.9109878	129994	11	3
520.0189751	130021	201	3
520.2389493	130076	14	3
521.0148583	130270	11	3
521.3308212	130349	14	3
521.8107649	130469	10	3
522.474687	130635	11	3
522.9826274	130762	14	3
523.0106241	130769	201	3
523.5305631	130899	11	3
524.0305044	131024	14	3
524.2904739	131089	11	3
524.6224349	131172	2	3
525.0743819	131285	13	3
525.3943443	131365	12	3
525.6863101	131438	12	3
526.2022495	131567	12	3
526.530211	131649	8	3
527.0061552	131768	13	3
527.05015	131779	201	3
527.5180951	131896	12	3
528.1220242	132047	8	3
528.5299764	132149	12	3
528.5339759	132150	201	3
529.0979097	132291	12	3
529.785829	132463	1	3
530.2497745	132579	11	3
530.637729	132676	10	3
531.0656788	132783	11	3
531.3816417	132862	7	3
531.7895938	132964	201	3
532.1055568	133043	11	3
532.9054629	133243	14	3
532.9094624	133244	201	3
533.2294249	133324	11	3
533.6053808	133418	14	3
533.8053573	133468	201	3
534.0173324	133521	11	3
537.5329199	134400	202	3
544.5560957	136156	1	3
545.056037	136281	14	3
545.8519436	136480	11	3
546.3158892	136596	201	3
546.5238648	136648	14	3
546.8718239	136735	11	3
547.2597784	136832	11	3
547.3797643	136862	201	3
547.5597432	136907	7	3
548.2796587	137087	11	3
548.6996094	137192	7	3
548.7396047	137202	201	3
549.3235362	137348	14	3
549.9154668	137496	11	3
550.5073973	137644	11	3
550.7953635	137716	2	3
550.9513452	137755	201	3
551.2913053	137840	12	3
552.0512161	138030	9	3
552.5431584	138153	12	3
553.2470758	138329	13	3
553.8870007	138489	11	3
554.1869655	138564	11	3
554.5789195	138662	12	3
555.1308547	138800	12	3
555.878767	138987	13	3
556.6826726	139188	12	3
556.926644	139249	12	3
557.6465595	139429	1	3
558.0665102	139534	11	3
558.426468	139624	10	3
558.9304088	139750	11	3
559.0063999	139769	201	3
559.1703807	139810	7	3
559.798307	139967	11	3
560.1782624	140062	14	3
560.2542535	140081	201	3
560.45423	140131	11	3
561.1981427	140317	2	3
561.5820977	140413	13	3
561.8140704	140471	8	3
562.1060362	140544	9	3
562.1740282	140561	201	3
562.9059423	140744	12	3
563.7258461	140949	12	3
564.109801	141045	8	3
564.4777578	141137	13	3
564.5337513	141151	201	3
564.9497025	141255	12	3
565.7856044	141464	8	3
566.2295523	141575	201	3
566.5855105	141664	13	3
566.9894631	141765	12	3
567.4694068	141885	12	3
567.8773589	141987	13	3
568.2413162	142078	12	3
569.0412223	142278	12	3
569.777136	142462	13	3
570.5250482	142649	12	3
571.2329651	142826	1	3
571.5809243	142913	14	3
571.8968872	142992	7	3
572.1608562	143058	11	3
572.4048276	143119	201	3
572.6128032	143171	14	3
572.8727727	143236	10	3
573.1567394	143307	11	3
573.8886535	143490	7	3
574.1246258	143549	14	3
574.2126155	143571	201	3
574.3885948	143615	11	3
574.676561	143687	7	3
575.2524934	143831	201	3
575.4564695	143882	14	3
575.7484352	143955	11	3
576.0284024	144025	2	3
576.2763733	144087	201	3
576.432355	144126	13	3
576.7723151	144211	8	3
577.028285	144275	13	3
577.1322728	144301	201	3
577.6802085	144438	12	3
578.460117	144633	8	3
578.7800795	144713	201	3
579.4280034	144875	13	3
579.8959485	144992	8	3
580.2359086	145077	201	3
580.4558828	145132	13	3
581.2357913	145327	12	3
581.7077359	145445	201	3
581.9637059	145509	12	3
582.303666	145594	13	3
583.0115829	145771	1	3
583.4955261	145892	11	3
583.8914796	145991	11	3
584.4074191	146120	201	3
584.595397	146167	14	3
585.2713177	146336	14	3
585.6072783	146420	7	3
586.0392276	146528	201	3
586.2112074	146571	11	3
586.6391572	146678	14	3
586.9031262	146744	11	3
587.4350638	146877	11	3
587.7390281	146953	2	3
587.9670014	147010	201	3
588.2309704	147076	13	3
588.5869286	147165	12	3
588.8788943	147238	12	3
589.4788239	147388	12	3
589.8147845	147472	8	3
590.2387348	147578	201	3
590.2547329	147582	13	3
590.8706606	147736	12	3
591.438594	147878	8	3
591.830548	147976	12	3
591.8785423	147988	201	3
592.4344771	148127	12	3
592.818432	148223	1	3
593.3143738	148347	11	3
594.0942823	148542	7	3
594.5182326	148648	201	3
594.5462293	148655	11	3
594.8701913	148736	11	3
595.1341603	148802	2	3
595.5981058	148918	12	3
595.8380777	148978	9	3
596.0540523	149032	13	3
596.5899894	149166	12	3
596.985943	149265	13	3
597.3578993	149358	12	3
598.1778031	149563	13	3
598.7137402	149697	13	3
599.1736862	149812	12	3
599.5976365	149918	12	3
600.2375614	150078	13	3
600.5255276	150150	12	3
600.8974839	150243	1	3
601.2734398	150337	11	3
601.5894028	150416	10	3
602.1573361	150558	201	3
602.3653117	150610	11	3
603.1252225	150800	201	3
603.1532192	150807	14	3
603.7851451	150965	11	3
604.3730761	151112	201	3
604.4370686	151128	14	3
605.140986	151304	10	3
605.53294	151402	11	3
606.1328696	151552	11	3
606.6208123	151674	14	3
607.3087316	151846	11	3
608.1206363	152049	2	3
608.5005917	152144	13	3
608.9525387	152257	8	3
609.1925105	152317	12	3
609.3004978	152344	201	3
609.6084617	152421	12	3
610.4203664	152624	8	3
610.9323064	152752	201	3
611.2002749	152819	12	3
611.6122266	152922	1	3
612.0921702	153042	14	3
612.4961228	153143	7	3
612.8520811	153232	11	3
612.9960642	153268	201	3
613.5080041	153396	7	3
613.7879712	153466	11	3
613.9959468	153518	201	3
614.079937	153539	14	3
614.3559046	153608	11	3
614.6918652	153692	14	3
615.4677741	153886	11	3
615.9077225	153996	201	3
615.9917126	154017	7	3
616.303676	154095	10	3
616.5236502	154150	11	3
617.0515882	154282	14	3
617.3115577	154347	11	3
617.6515178	154432	2	3
617.871492	154487	201	3
618.0874667	154541	12	3
618.7633874	154710	8	3
619.0713512	154787	201	3
619.3673165	154861	12	3
619.823263	154975	12	3
620.0912315	155042	12	3
620.7551536	155208	12	3
620.999125	155269	1	3
621.3470842	155356	11	3
621.8630236	155485	11	3
622.2229814	155575	14	3
622.4869504	155641	201	3
622.8829039	155740	11	3
623.2788575	155839	14	3
623.9107833	155997	10	3
624.5307106	156152	11	3
624.9986556	156269	14	3
625.506596	156396	11	3
626.0305346	156527	201	3
626.1185242	156549	14	3
626.3544965	156608	11	3
626.9744238	156763	2	3
627.4143722	156873	12	3
627.8863168	156991	9	3
628.5422398	157155	12	3
628.8742008	157238	12	3
629.1701661	157312	13	3
629.5141258	157398	12	3
630.0540624	157533	13	3
630.6379939	157679	12	3
631.2259249	157826	13	3
631.7818596	157965	9	3
632.1858122	158066	12	3
632.4057864	158121	13	3
632.7657442	158211	12	3
632.9857184	158266	1	3
633.4416649	158380	14	3
633.8856128	158491	7	3
634.3335602	158603	11	3
634.7215147	158700	11	3
635.1574635	158809	201	3
635.1934593	158818	11	3
635.4574283	158884	11	3
635.673403	158938	7	3
635.9093753	158997	11	3
636.3693213	159112	11	3
636.5892955	159167	201	3
637.0412424	159280	2	3
637.4931894	159393	12	3
637.8611462	159485	9	3
638.357088	159609	12	3
638.6330556	159678	8	3
639.0010125	159770	13	3
639.0770035	159789	201	3
639.5289505	159902	12	3
640.308859	160097	13	3
640.9807801	160265	12	3
641.4727224	160388	13	3
642.2766281	160589	12	3
642.9805455	160765	1	3
643.4044957	160871	14	3
644.2004023	161070	7	3
644.6443502	161181	201	3
644.9643127	161261	11	3
645.2042845	161321	11	3
645.6282347	161427	11	3
646.0641836	161536	7	3
646.3561493	161609	14	3
646.4281409	161627	201	3
646.580123	161665	11	3
646.9280822	161752	11	3
647.560008	161910	2	3
647.8999682	161995	201	3
647.943963	162006	13	3
648.5958865	162169	12	3
648.9518447	162258	8	3
649.3477982	162357	201	3
649.6797593	162440	12	3
650.1077091	162547	12	3
650.7876293	162717	1	3
651.2555744	162834	14	3
651.7715138	162963	11	3
652.1474697	163057	7	3
652.3514458	163108	201	3
652.3754429	163114	11	3
653.0633622	163286	11	3
653.5913003	163418	14	3
653.9832543	163516	11	3
654.6391773	163680	11	3
654.6951707	163694	201	3
655.4310844	163878	2	3
655.7950417	163969	12	3
656.0910069	164043	8	3
656.3229797	164101	12	3
656.558952	164160	201	3
656.6669393	164187	12	3
656.9069112	164247	12	3
657.6308262	164428	9	3
657.990784	164518	12	3
658.6707042	164688	1	3
659.1226512	164801	11	3
659.7665756	164962	201	3
659.8105704	164973	11	3
660.5784803	165165	10	3
660.8984428	165245	14	3
661.4983724	165395	11	3
661.7703404	165463	14	3
662.0463081	165532	201	3
662.4502607	165633	11	3
663.0301926	165778	10	3
663.7701058	165963	14	3
664.4540255	166134	14	3
664.8379805	166230	14	3
665.3339223	166354	11	3
665.8658598	166487	11	3
666.281811	166591	2	3
666.6497678	166683	13	3
666.9017383	166746	9	3
667.5096669	166898	8	3
667.8936219	166994	12	3
667.9176191	167000	201	3
668.2455806	167082	13	3
668.8535092	167234	12	3
669.2094675	167323	8	3
669.6134201	167424	201	3
669.6214191	167426	12	3
670.1413581	167556	13	3
670.8692727	167738	12	3
671.4852004	167892	13	3
672.0891295	168043	12	3
672.4450878	168132	12	3
673.7089394	168448	202	3
677.9044471	169497	2	3
678.3923898	169619	12	3
678.6323617	169679	13	3
679.1283035	169803	12	3
679.4322678	169879	13	3
679.7962251	169970	12	3
680.4401495	170131	13	3
680.7081181	170198	9	3
681.2000603	170321	13	3
681.6160115	170425	12	3
681.9119768	170499	12	3
682.5519017	170659	13	3
682.9078599	170748	12	3
683.6517726	170934	1	3
684.1677121	171063	11	3
684.7836398	171217	11	3
685.063607	171287	201	3
685.6155422	171425	10	3
685.9715004	171514	14	3
686.4634427	171637	11	3
686.8553967	171735	201	3
686.8633957	171737	14	3
687.355338	171860	11	3
688.1232479	172052	11	3
688.5951925	172170	10	3
689.2231188	172327	201	3
689.3671019	172363	14	3
690.1510099	172559	14	3
690.4509747	172634	14	3
690.9909114	172769	11	3
691.334871	172855	2	3
691.8588095	172986	12	3
692.3027574	173097	12	3
692.96268	173262	13	3
693.6985936	173446	9	3
693.9385655	173506	12	3
694.462504	173637	12	3
695.1984176	173821	13	3
695.9463299	174008	12	3
696.1783026	174066	12	3
696.8022294	174222	1	3
697.2101815	174324	11	3
697.4941482	174395	11	3
698.2580586	174586	14	3
698.9499774	174759	14	3
699.2299445	174829	7	3
699.6698929	174939	201	3
699.6818915	174942	11	3
700.1778333	175066	14	3
700.5177934	175151	11	3
700.989738	175269	11	3
700.9977371	175271	201	3
701.3176995	175351	2	3
701.7576479	175461	12	3
702.5695526	175664	8	3
702.9255108	175753	201	3
703.1054897	175798	12	3
703.7134184	175950	12	3
704.1013728	176047	12	3
704.8692827	176239	12	3
705.4932095	176395	1	3
705.9091607	176499	201	3
706.0211476	176527	14	3
706.6170776	176676	11	3
706.8770471	176741	7	3
707.1210185	176802	11	3
707.508973	176899	201	3
707.7609434	176962	11	3
708.3568735	177111	14	3
708.5008566	177147	201	3
708.7248303	177203	11	3
709.5127378	177400	11	3
709.8526979	177485	201	3
709.9006923	177497	2	3
710.3126439	177600	13	3
710.9165731	177751	8	3
711.1445463	177808	12	3
711.3325243	177855	201	3
711.5524984	177910	13	3
712.1604271	178062	12	3
712.3844008	178118	8	3
712.7203614	178202	12	3
713.0083276	178274	201	3
713.2642976	178338	13	3
713.9482173	178509	12	3
714.3121746	178600	9	3
714.5601455	178662	12	3
715.2040699	178823	1	3
715.6600164	178937	14	3
716.3079404	179099	7	3
716.7518883	179210	201	3
716.9998592	179272	11	3
717.2438306	179333	11	3
717.6557822	179436	11	3
718.1677221	179564	7	3
718.3916959	179620	201	3
718.4716865	179640	14	3
718.7436546	179708	11	3
719.0516184	179785	11	3
719.2755921	179841	2	3
719.6075532	179924	13	3
719.9275156	180004	8	3
720.2594767	180087	13	3
721.0073889	180274	12	3
721.8312922	180480	8	3
722.0792631	180542	12	3
722.1752519	180566	201	3
722.8511725	180735	13	3
723.4591012	180887	8	3
723.9110482	181000	201	3
723.9630421	181013	13	3
724.7469501	181209	12	3
725.4228707	181378	12	3
725.6388454	181432	13	3
726.3547614	181611	1	3
726.8627018	181738	14	3
727.090675	181795	7	3
727.4346347	181881	11	3
727.5266239	181904	201	3
728.0545619	182036	14	3
728.454515	182136	10	3
728.8144727	182226	11	3
729.4783948	182392	7	3
729.5423873	182408	201	3
729.8063563	182474	14	3
730.1423169	182558	11	3
730.5462695	182659	7	3
730.9582212	182762	201	3
731.2981813	182847	14	3
731.6541395	182936	11	3
732.3220611	183103	2	3
732.4380475	183132	201	3
732.6820189	183193	13	3
732.9219907	183253	8	3
733.2619508	183338	201	3
733.6899006	183445	12	3
734.4658095	183639	12	3
734.7537758	183711	8	3
735.0737382	183791	13	3
735.2137218	183826	201	3
735.501688	183898	12	3
736.157611	184062	8	3
736.5535645	184161	9	3
736.5975594	184172	201	3
737.2734801	184341	13	3
737.5654458	184414	12	3
738.1133815	184551	12	3
738.3533533	184611	13	3
738.6853144	184694	12	3
739.3612351	184863	12	3
740.0451548	185034	13	3
740.8170642	185227	12	3
741.0690346	185290	1	3
741.440991	185383	14	3
741.7289572	185455	7	3
741.9769281	185517	11	3
742.0849154	185544	201	3
742.6448497	185684	7	3
742.9928089	185771	11	3
743.2087835	185825	14	3
743.2767756	185842	201	3
743.5127479	185901	11	3
743.8567075	185987	14	3
744.5286287	186155	11	3
745.0565667	186287	7	3
745.3845282	186369	10	3
745.5085137	186400	201	3
745.7204888	186453	11	3
746.2204301	186578	14	3
746.4404043	186633	11	3
746.7363696	186707	201	3
747.0723302	186791	2	3
747.4322879	186881	13	3
748.0002213	187023	8	3
748.3121847	187101	12	3
748.360179	187113	201	3
748.6041504	187174	12	3
749.3680607	187365	8	3
749.8400054	187483	201	3
750.05598	187537	12	3
750.3559448	187612	1	3
750.7598974	187713	11	3
751.2518397	187836	11	3
751.5917998	187921	14	3
752.0797425	188043	201	3
752.2877181	188095	11	3
752.5436881	188159	14	3
752.8716496	188241	201	3
753.1036224	188299	10	3
753.7875421	188470	11	3
754.2474881	188585	201	3
754.2754849	188592	14	3
754.7554285	188712	11	3
755.2153746	188827	14	3
755.271368	188841	201	3
755.4953417	188897	11	3
756.1552643	189062	2	3
756.5512178	189161	12	3
757.367122	189365	12	3
757.8990596	189498	9	3
758.1310324	189556	12	3
758.5269859	189655	13	3
758.8789446	189743	12	3
759.3228925	189854	13	3
759.8588296	189988	12	3
760.4347621	190132	13	3
760.9986959	190273	9	3
761.278663	190343	12	3
761.6186231	190428	13	3
762.0185762	190528	12	3
762.7504903	190711	1	3
763.230434	190831	11	3
763.5144007	190902	14	3
763.7343748	190957	11	3
764.1063312	191050	10	3
764.3503026	191111	201	3
764.670265	191191	11	3
764.9502322	191261	7	3
765.6021557	191424	11	3
765.9581139	191513	201	3
766.3220712	191604	14	3
766.6060378	191675	11	3
767.2939571	191847	201	3
767.3619491	191864	2	3
767.7779003	191968	12	3
768.2778417	192093	12	3
768.6737952	192192	8	3
769.0377525	192283	201	3
769.041752	192284	13	3
769.4737013	192392	12	3
770.2016159	192574	13	3
771.0135206	192777	12	3
771.3374826	192858	9	3
771.9094155	193001	13	3
772.5973348	193173	12	3
772.8613038	193239	1	3
773.2532578	193337	11	3
773.541224	193409	10	3
773.8371893	193483	201	3
774.2491409	193586	11	3
774.9570578	193763	201	3
774.9850546	193770	14	3
775.688972	193946	11	3
776.4448832	194135	14	3
777.256788	194338	10	3
777.5087584	194401	11	3
778.1526828	194562	11	3
778.5966307	194673	14	3
779.3765392	194868	11	3
779.8804801	194994	201	3
780.068458	195041	2	3
780.588397	195171	12	3
780.844367	195235	8	3
781.2403205	195334	201	3
781.2603182	195339	12	3
781.5762811	195418	12	3
782.0362271	195533	13	3
782.6241581	195680	12	3
782.8961262	195748	12	3
783.5320516	195907	9	3
783.912007	196002	12	3
784.1999732	196074	1	3
784.3839516	196120	201	3
784.5359338	196158	11	3
785.1798582	196319	7	3
785.6797995	196444	11	3
786.3757179	196618	11	3
786.6596845	196689	11	3
786.919654	196754	201	3
787.0516385	196787	11	3
787.7475569	196961	2	3
788.2075029	197076	13	3
788.9234189	197255	12	3
789.2793771	197344	8	3
789.6473339	197436	201	3
789.9832945	197520	12	3
790.2512631	197587	12	3
790.5192316	197654	1	3
791.0591682	197789	14	3
791.4271251	197881	11	3
791.7910824	197972	7	3
792.3190204	198104	201	3
792.4030105	198125	11	3
792.9269491	198256	7	3
793.3828956	198370	201	3
793.4148918	198378	14	3
794.0308195	198532	11	3
794.8067285	198726	11	3
795.3186684	198854	11	3
795.5906365	198922	2	3
796.0945773	199048	13	3
796.3385487	199109	12	3
796.7584994	199214	12	3
797.1904487	199322	12	3
797.4224215	199380	8	3
797.8943661	199498	13	3
797.9103642	199502	201	3
798.4343028	199633	12	3
798.9142464	199753	8	3
799.2902023	199847	12	3
799.4141878	199878	201	3
799.770146	199967	12	3
800.1660995	200066	1	3
800.5500545	200162	14	3
801.1299864	200307	7	3
801.6259282	200431	11	3
801.9698879	200517	7	3
802.3698409	200617	11	3
802.8577837	200739	11	3
802.9497729	200762	201	3
803.1097541	200802	11	3
803.357725	200864	11	3
803.7976734	200974	11	3
805.7894396	201472	202	3
810.660868	202690	1	3
811.1568098	202814	11	3
811.5527633	202913	11	3
811.648752	202937	201	3
812.296676	203099	14	3
812.9965939	203274	14	3
813.600523	203425	11	3
814.0404714	203535	201	3
814.2204502	203580	14	3
814.4684211	203642	7	3
814.6723972	203693	11	3
814.9923597	203773	201	3
815.1243442	203806	11	3
815.4483062	203887	2	3
816.1562231	204064	13	3
816.404194	204126	12	3
816.9521297	204263	12	3
817.2720921	204343	9	3
818.040002	204535	12	3
818.7679166	204717	13	3
819.3078532	204852	12	3
820.0317683	205033	1	3
820.4157232	205129	11	3
821.099643	205300	11	3
821.5155941	205404	201	3
821.7235697	205456	10	3
822.079528	205545	14	3
822.6234641	205681	11	3
823.0354158	205784	14	3
823.1314045	205808	201	3
823.6353454	205934	11	3
824.3312637	206108	11	3
824.5552374	206164	201	3
824.9351929	206259	10	3
825.6991032	206450	14	3
826.4630136	206641	14	3
826.8789647	206745	14	3
827.4708953	206893	11	3
827.9148432	207004	201	3
828.2748009	207094	2	3
828.7107498	207203	12	3
829.2386878	207335	12	3
829.5386526	207410	8	3
829.8066212	207477	12	3
829.9466048	207512	201	3
830.1985752	207575	13	3
830.4065508	207627	13	3
830.7905057	207723	12	3
831.4384297	207885	9	3
831.9463701	208012	12	3
832.1543457	208064	9	3
832.8342659	208234	12	3
833.6021758	208426	1	3
834.026126	208532	11	3
834.2740969	208594	14	3
834.6540523	208689	11	3
834.9700153	208768	10	3
835.389966	208873	11	3
835.7859195	208972	7	3
836.2258679	209082	201	3
836.4618402	209141	11	3
837.1857552	209322	14	3
837.5217158	209406	11	3
838.2496304	209588	2	3
838.6815797	209696	13	3
838.917552	209755	12	3
839.369499	209868	13	3
839.9294333	210008	12	3
840.5893558	210173	13	3
840.9533131	210264	8	3
841.3172704	210355	12	3
841.4092596	210378	201	3
841.5492432	210413	13	3
842.3651474	210617	12	3
843.1570545	210815	8	3
843.5490085	210913	12	3
843.5770052	210920	201	3
844.2289287	211083	1	3
844.6568785	211190	14	3
845.3327992	211359	7	3
845.8007443	211476	201	3
846.1327053	211559	11	3
846.4286706	211633	11	3
846.9086142	211753	11	3
847.4845467	211897	7	3
847.8405049	211986	14	3
847.9044974	212002	201	3
848.0644786	212042	11	3
848.3604439	212116	11	3
848.9763716	212270	2	3
849.3603265	212366	13	3
849.9042627	212502	9	3
850.1522336	212564	12	3
850.3842064	212622	12	3
850.7521632	212714	13	3
851.0161322	212780	8	3
851.3240961	212857	12	3
851.4880768	212898	201	3
851.8800308	212996	13	3
852.1719966	213069	12	3
852.9199088	213256	12	3
853.599829	213426	12	3
854.1317666	213559	8	3
854.571715	213669	201	3
854.8036877	213727	12	3
855.4756089	213895	1	3
855.9835493	214022	14	3
856.2395193	214086	7	3
856.4794911	214146	11	3
857.0794207	214296	14	3
857.315393	214355	10	3
857.6113583	214429	11	3
858.099301	214551	201	3
858.2752804	214595	7	3
858.6432372	214687	14	3
858.9751982	214770	11	3
859.3511541	214864	7	3
859.7871029	214973	201	3
860.0870677	215048	14	3
860.3310391	215109	11	3
860.9389678	215261	2	3
861.422911	215382	12	3
861.9868448	215523	9	3
862.3588011	215616	12	3
862.8867392	215748	13	3
863.1227115	215807	12	3
863.8866219	215998	8	3
864.2585782	216091	201	3
864.6345341	216185	12	3
865.0264881	216283	12	3
865.8143956	216480	12	3
866.2103492	216579	1	3
866.6422985	216687	14	3
866.8782708	216746	7	3
867.2222304	216832	11	3
867.8021624	216977	201	3
867.9261478	217008	7	3
868.146122	217063	11	3
868.3900934	217124	14	3
868.7820474	217222	11	3
869.1220075	217307	201	3
869.1899995	217324	14	3
869.9499103	217514	11	3
870.3738606	217620	7	3
870.4178554	217631	201	3
870.6298305	217684	10	3
870.9537925	217765	11	3
871.4497343	217889	14	3
871.8256902	217983	11	3
872.0736611	218045	2	3
872.4296193	218134	13	3
872.8375715	218236	12	3
873.0615452	218292	12	3
873.7374658	218461	8	3
874.0054344	218528	13	3
874.1774142	218571	201	3
874.3053992	218603	9	3
875.0933067	218800	12	3
875.4052701	218878	12	3
875.8052232	218978	13	3
876.1411838	219062	12	3
876.497142	219151	1	3
877.0210805	219282	11	3
877.4690279	219394	11	3
877.7010007	219452	14	3
877.9449721	219513	201	3
878.3529242	219615	11	3
878.7328796	219710	14	3
879.2888144	219849	10	3
880.0487252	220039	11	3
880.6326567	220185	14	3
881.0686055	220294	11	3
881.4925558	220400	14	3
881.7645239	220468	11	3
882.5804281	220672	2	3
883.0003788	220777	13	3
883.3603366	220867	12	3
883.8042845	220978	12	3
884.4242117	221133	13	3
884.6561845	221191	8	3
885.1561259	221316	12	3
885.6120723	221430	12	3
886.3199893	221607	13	3
886.6879461	221699	1	3
887.0958982	221801	11	3
887.3518682	221865	10	3
888.1037799	222053	11	3
888.8876879	222249	14	3
889.5956049	222426	11	3
890.3595152	222617	14	3
891.0034397	222778	10	3
891.2194143	222832	11	3
891.9673266	223019	11	3
892.5872538	223174	14	3
893.2951707	223351	11	3
893.9430947	223513	2	3
894.3430478	223613	13	3
894.571021	223670	12	3
895.0349666	223786	12	3
895.6748915	223946	13	3
896.1188394	224057	8	3
896.6147812	224181	12	3
896.6667751	224194	201	3
897.2307089	224335	13	3
897.4946779	224401	12	3
897.7106526	224455	1	3
898.1625995	224568	11	3
898.8465193	224739	7	3
899.26647	224844	11	3
899.3784568	224872	201	3
900.0063832	225029	11	3
900.2183583	225082	11	3
900.6063128	225179	11	3
900.9782691	225272	2	3
901.6581893	225442	13	3
902.0261461	225534	12	3
902.5420856	225663	8	3
902.7660593	225719	13	3
902.9620363	225768	201	3
903.0220293	225783	12	3
903.6099603	225930	12	3
904.4098664	226130	13	3
904.745827	226214	12	3
904.9937979	226276	8	3
905.537734	226412	201	3
905.6017265	226428	12	3
905.9976801	226527	1	3
906.4896223	226650	14	3
907.0135609	226781	7	3
907.4535092	226891	11	3
907.5135022	226906	201	3
907.8254656	226984	11	3
908.3614027	227118	11	3
908.5853764	227174	11	3
908.861344	227243	7	3
909.1413112	227313	11	3
909.5132675	227406	201	3
909.637253	227437	11	3
910.0412056	227538	2	3
910.7371239	227712	12	3
911.077084	227797	13	3
911.5210319	227908	12	3
912.2769432	228097	8	3
912.6169033	228182	12	3
912.712892	228206	201	3
913.1848366	228324	13	3
913.5647921	228419	8	3
913.8687564	228495	12	3
913.9607456	228518	201	3
914.1927184	228576	9	3
915.0046231	228779	12	3
