onset	sample	event_code	cond_code
191.1535679	47795	6	2
191.3895402	47854	3	2
191.9174783	47986	6	2
192.2374407	48066	4	2
192.5734013	48150	5	2
192.7653787	48198	201	2
193.0493454	48269	6	2
193.6812713	48427	5	2
194.4171849	48611	6	2
195.013115	48760	5	2
195.8130211	48960	6	2
196.4489465	49119	1	2
196.8009052	49207	5	2
197.0608747	49272	5	2
197.8487822	49469	6	2
198.5766968	49651	6	2
198.8086696	49709	3	2
199.2686156	49824	5	2
199.8125518	49960	6	2
200.2005062	50057	5	2
200.7124462	50185	5	2
201.0124109	50260	2	2
201.4563589	50371	5	2
201.8603114	50472	3	2
202.3282565	50589	4	2
202.6642171	50673	6	2
202.7522068	50695	201	2
202.8881908	50729	5	2
203.4201284	50862	6	2
203.6800979	50927	4	2
204.0600533	51022	6	2
204.3920143	51105	201	2
204.6119885	51160	5	2
205.3039073	51333	6	2
205.6238698	51413	6	2
206.0158238	51511	1	2
206.5117656	51635	5	2
206.8277285	51714	4	2
207.343668	51843	201	2
207.5556431	51896	5	2
208.2315638	52065	6	2
208.9514793	52245	5	2
209.635399	52416	6	2
210.2993211	52582	4	2
210.6392812	52667	5	2
210.7672662	52699	201	2
211.4511859	52870	5	2
212.0191193	53012	6	2
212.7510334	53195	5	2
213.478948	53377	2	2
213.9068978	53484	5	2
214.6308128	53665	6	2
214.9387767	53742	4	2
215.6706908	53925	6	2
215.9346598	53991	6	2
216.7065692	54184	1	2
217.1905124	54305	5	2
217.8544345	54471	5	2
218.5863486	54654	4	2
218.966304	54749	201	2
219.0102989	54760	6	2
219.614228	54911	5	2
219.9181923	54987	6	2
220.3901369	55105	5	2
221.1860435	55304	5	2
221.64199	55418	4	2
222.1819267	55553	201	2
222.2819149	55578	6	2
223.0378262	55767	6	2
223.3257924	55839	6	2
223.8657291	55974	5	2
224.5776455	56152	2	2
224.9735991	56251	5	2
225.5695291	56400	4	2
225.9254874	56489	6	2
225.9414855	56493	201	2
226.2654475	56574	6	2
227.0093602	56760	4	2
227.4933034	56881	201	2
227.7572724	56947	6	2
228.485187	57129	1	2
229.0211241	57263	6	2
229.4570729	57372	5	2
229.7330405	57441	3	2
229.9770119	57502	5	2
230.5969392	57657	5	2
231.1448749	57794	6	2
231.4528387	57871	5	2
232.0847646	58029	5	2
232.7046918	58184	2	2
233.2246308	58314	6	2
233.7405703	58443	3	2
234.4964816	58632	6	2
234.7604506	58698	6	2
235.0844126	58779	5	2
235.3243844	58839	6	2
235.7803309	58953	5	2
236.2842718	59079	6	2
236.7402182	59193	5	2
237.3201502	59338	3	2
237.5361248	59392	6	2
237.756099	59447	5	2
238.0880601	59530	6	2
238.7839784	59704	1	2
239.2959183	59832	6	2
240.0278324	60015	3	2
240.6717569	60176	5	2
240.951724	60246	5	2
241.5276564	60390	5	2
242.1235865	60539	3	2
242.4075532	60610	6	2
242.647525	60670	5	2
242.9554889	60747	5	2
243.619411	60913	2	2
244.0233636	61014	6	2
244.4513133	61121	4	2
244.7832744	61204	6	2
244.8392678	61218	201	2
245.1792279	61303	6	2
245.7991552	61458	5	2
246.2910974	61581	6	2
246.6910505	61681	6	2
247.3549726	61847	3	2
247.6789346	61928	6	2
247.9389041	61993	1	2
248.3028614	62084	5	2
248.7628074	62199	5	2
249.0747708	62277	6	2
249.8346816	62467	5	2
250.1226478	62539	6	2
250.6385873	62668	4	2
251.0785356	62778	201	2
251.3745009	62852	5	2
251.970431	63001	6	2
252.5143671	63137	5	2
252.950316	63246	6	2
253.2382822	63318	5	2
253.6262367	63415	2	2
254.1061803	63535	5	2
254.4061451	63610	6	2
254.7181085	63688	6	2
255.2940409	63832	6	2
255.5620095	63899	4	2
256.1179442	64038	201	2
256.1299428	64041	5	2
256.7018757	64184	6	2
257.2458119	64320	4	2
257.5697739	64401	6	2
257.8457415	64470	201	2
258.1417068	64544	6	2
258.7736326	64702	1	2
259.1935833	64807	5	2
259.5015472	64884	4	2
260.005488	65010	201	2
260.0414838	65019	5	2
260.4134402	65112	3	2
261.0413665	65269	5	2
261.8492717	65471	6	2
262.093243	65532	5	2
262.3292153	65591	6	2
262.6411787	65669	5	2
265.1808807	66304	202	2
271.7201133	67939	1	3
272.5560152	68148	11	3
272.9279716	68241	14	3
273.0479575	68271	201	3
273.239935	68319	11	3
273.6198904	68414	11	3
273.7438758	68445	201	3
273.9798481	68504	11	3
274.3358064	68593	201	3
274.5797777	68654	7	3
275.0077275	68761	201	3
275.2876947	68831	11	3
275.523667	68890	2	3
275.8076336	68961	201	3
276.1835895	69055	12	3
276.4915534	69132	9	3
276.7395243	69194	13	3
277.2314666	69317	12	3
277.9673802	69501	8	3
278.2793436	69579	201	3
278.787284	69706	13	3
279.1152455	69788	12	3
279.8071643	69961	12	3
280.0871314	70031	1	3
280.423092	70115	201	3
280.5190807	70139	14	3
280.7670516	70201	11	3
281.3469836	70346	11	3
281.8709221	70477	201	3
282.0109057	70512	7	3
282.2708752	70577	14	3
283.0627822	70775	11	3
283.3107531	70837	10	3
283.3867442	70856	201	3
283.9786748	71004	14	3
284.4826156	71130	11	3
284.7425851	71195	14	3
284.8105771	71212	201	3
285.5464908	71396	2	3
286.0664298	71526	13	3
286.430387	71617	12	3
286.9183298	71739	12	3
287.7022378	71935	13	3
288.1901805	72057	8	3
288.5861341	72156	201	3
288.7621134	72200	12	3
289.1940627	72308	13	3
289.4980271	72384	12	3
289.8419867	72470	1	3
289.8499858	72472	201	3
290.273936	72578	11	3
290.6178956	72664	7	3
291.1538327	72798	201	3
291.3458102	72846	14	3
292.0937224	73033	14	3
292.5776657	73154	11	3
293.0976046	73284	11	3
293.4575624	73374	201	3
293.5855474	73406	7	3
293.9855004	73506	201	3
294.0774896	73529	14	3
294.8533986	73723	11	3
295.105369	73786	11	3
295.4013343	73860	201	3
295.8372831	73969	14	3
296.5731968	74153	10	3
296.80117	74210	11	3
297.5970766	74409	14	3
297.713063	74438	201	3
297.9250381	74491	11	3
298.5289673	74642	201	3
298.7409424	74695	14	3
299.2448832	74821	11	3
299.5248504	74891	2	3
299.7128283	74938	201	3
300.2327673	75068	12	3
300.6407194	75170	13	3
301.0086763	75262	8	3
301.3126406	75338	201	3
301.3526359	75348	12	3
302.1205458	75540	12	3
302.8204637	75715	13	3
303.1164289	75789	12	3
303.9003369	75985	13	3
304.1643059	76051	8	3
304.5522604	76148	201	3
304.9802102	76255	12	3
305.7641182	76451	12	3
306.4440384	76621	1	3
306.9279816	76742	11	3
307.1679535	76802	7	3
307.4719178	76878	201	3
307.5519084	76898	11	3
308.3438155	77096	7	3
308.5917864	77158	201	3
308.8117606	77213	14	3
309.4396869	77370	11	3
309.7916456	77458	201	3
309.9516268	77498	11	3
310.3795766	77605	10	3
310.9115142	77738	201	3
310.9195132	77740	11	3
311.2514743	77823	11	3
311.5234423	77891	14	3
311.8434048	77971	7	3
312.1673668	78052	201	3
312.5393231	78145	2	3
312.9792715	78255	12	3
313.4872119	78382	9	3
313.7751781	78454	12	3
314.3191143	78590	13	3
314.6270781	78667	12	3
315.3469936	78847	8	3
315.6149622	78914	201	3
316.0669092	79027	12	3
316.4308665	79118	12	3
316.8228205	79216	8	3
317.218774	79315	201	3
317.6387247	79420	12	3
318.3386426	79595	1	3
318.8665806	79727	14	3
319.2705332	79828	7	3
319.6824849	79931	201	3
319.7464774	79947	10	3
320.1864257	80057	11	3
320.5583821	80150	11	3
321.0663225	80277	201	3
321.3102938	80338	14	3
321.8662286	80477	11	3
322.2341854	80569	11	3
322.2581826	80575	201	3
322.5741455	80654	11	3
322.9660995	80752	14	3
323.2420672	80821	11	3
323.7940024	80959	201	3
323.9779808	81005	11	3
324.7338921	81194	11	3
324.7698879	81203	201	3
325.3338217	81344	7	3
325.6857804	81432	11	3
325.9697471	81503	2	3
326.3057076	81587	13	3
326.4496907	81623	201	3
326.7056607	81687	12	3
327.009625	81763	12	3
327.7095429	81938	8	3
327.9335166	81994	13	3
328.0894983	82033	201	3
328.2974739	82085	9	3
329.1053791	82287	12	3
329.3373519	82345	12	3
329.6253181	82417	13	3
329.9332819	82494	12	3
330.0732655	82529	201	3
330.6931928	82684	1	3
331.1491392	82798	11	3
331.5570914	82900	10	3
331.7450693	82947	201	3
331.8130613	82964	11	3
332.0930285	83034	14	3
332.4449872	83122	7	3
332.684959	83182	11	3
332.9449285	83247	201	3
333.332883	83344	11	3
333.5688553	83403	14	3
333.792829	83459	201	3
333.9448112	83497	11	3
334.6007342	83661	201	3
334.7087215	83688	11	3
334.9486934	83748	14	3
335.164668	83802	11	3
335.7286018	83943	201	3
335.9685737	84003	10	3
336.5045108	84137	11	3
337.1324371	84294	11	3
337.3924066	84359	201	3
337.440401	84371	2	3
337.9963357	84510	13	3
338.3322963	84594	9	3
338.616263	84665	12	3
339.1841963	84807	12	3
339.9161104	84990	12	3
340.7160166	85190	13	3
341.231956	85319	12	3
341.8918786	85484	1	3
342.2438373	85572	11	3
342.535803	85645	7	3
342.7117824	85689	201	3
343.0717401	85779	14	3
343.6476725	85923	11	3
344.1196171	86041	201	3
344.4115829	86114	2	3
344.8075364	86213	13	3
345.0435087	86272	12	3
345.5834454	86407	13	3
346.0473909	86523	12	3
346.7433093	86697	13	3
347.1592604	86801	8	3
347.4512262	86874	12	3
347.8071844	86963	13	3
348.535099	87145	12	3
349.2030206	87312	8	3
349.514984	87390	12	3
349.6189718	87416	201	3
349.8429455	87472	1	3
350.2908929	87584	14	3
350.6188545	87666	11	3
350.8988216	87736	11	3
351.0828	87782	201	3
351.2467808	87823	11	3
351.534747	87895	14	3
351.8827061	87982	11	3
352.1866705	88058	7	3
352.3786479	88106	201	3
352.7306066	88194	11	3
353.0705667	88279	14	3
353.3865297	88358	201	3
353.7544865	88450	11	3
353.9984579	88511	11	3
354.2264311	88568	7	3
354.6983757	88686	201	3
354.9823424	88757	11	3
355.5502757	88899	11	3
355.6662621	88928	201	3
355.914233	88990	11	3
356.5701561	89154	2	3
356.7701326	89204	201	3
357.1020936	89287	13	3
357.3180683	89341	8	3
357.5820373	89407	13	3
357.6580284	89426	201	3
357.9179979	89491	12	3
358.2419599	89572	12	3
358.6459125	89673	13	3
359.0258679	89768	12	3
359.3698275	89854	201	3
359.569804	89904	9	3
359.825774	89968	12	3
360.5096937	90139	12	3
361.1776154	90306	12	3
361.6375614	90421	8	3
362.0575121	90526	201	3
362.4054713	90613	12	3
362.7254337	90693	1	3
363.2373737	90821	14	3
363.5773338	90906	10	3
363.8573009	90976	11	3
364.3772399	91106	201	3
364.6092127	91164	11	3
365.177146	91306	14	3
365.2811338	91332	201	3
365.8770639	91481	11	3
366.4969911	91636	7	3
366.9449386	91748	11	3
366.9689357	91754	201	3
367.5408686	91897	14	3
368.2567846	92076	2	3
368.6487386	92174	13	3
368.9447039	92248	12	3
369.2886635	92334	201	3
369.5166368	92391	12	3
370.2445514	92573	13	3
370.6365054	92671	8	3
370.9924636	92760	201	3
371.1324472	92795	12	3
371.8043683	92963	13	3
372.1603265	93052	1	3
372.6402702	93172	11	3
372.940235	93247	10	3
373.4441759	93373	12	3
373.8361299	93471	2	3
374.2600801	93577	12	3
374.7000285	93687	13	3
375.2199675	93817	8	3
375.5679266	93904	201	3
375.5879243	93909	13	3
376.0478703	94024	12	3
376.723791	94193	13	3
377.0077577	94264	12	3
377.5796906	94407	12	3
378.2116164	94565	1	3
378.6635634	94678	14	3
379.3674808	94854	7	3
379.8474244	94974	201	3
380.0394019	95022	11	3
380.7353202	95196	11	3
381.0712808	95280	201	3
381.3712456	95355	14	3
381.8031949	95463	11	3
382.0431668	95523	2	3
382.2791391	95582	201	3
382.4911142	95635	12	3
382.9710579	95755	13	3
383.4350034	95871	8	3
383.6669762	95929	12	3
383.7789631	95957	201	3
383.9069481	95989	13	3
384.2629063	96078	12	3
384.5388739	96147	13	3
385.3147828	96341	9	3
386.0306988	96520	12	3
386.3666594	96604	8	3
387.0625777	96778	12	3
387.0745763	96781	201	3
387.3505439	96850	1	3
387.7464975	96949	14	3
388.2984327	97087	7	3
388.6743886	97181	11	3
388.8023736	97213	201	3
389.0743417	97281	11	3
389.702268	97438	14	3
390.0582262	97527	201	3
390.1902107	97560	14	3
390.6621553	97678	11	3
391.1660962	97804	14	3
391.2420873	97823	201	3
391.8980103	97987	2	3
392.2819652	98083	12	3
392.5299361	98145	8	3
392.9818831	98258	12	3
393.0178789	98267	201	3
393.3538394	98351	12	3
393.6418057	98423	13	3
393.9217728	98493	12	3
394.5616977	98653	9	3
395.05364	98776	12	3
395.3975996	98862	9	3
395.4415944	98873	201	3
396.0855189	99034	12	3
396.4894715	99135	13	3
397.2493823	99325	12	3
397.533349	99396	12	3
397.9852959	99509	12	3
401.3569003	100352	202	3
405.7163887	101442	2	3
406.088345	101535	12	3
406.5682887	101655	12	3
406.5802873	101658	201	3
407.3361986	101847	13	3
408.0441155	102024	11	3
408.3240827	102094	11	3
408.9760062	102257	9	3
409.3279649	102345	12	3
409.8918987	102486	12	3
410.6038151	102664	13	3
411.24374	102824	12	3
411.5637025	102904	12	3
411.823672	102969	1	3
412.1956283	103062	201	3
412.3276129	103095	11	3
413.0515279	103276	7	3
413.5154735	103392	11	3
413.5714669	103406	201	3
413.8354359	103472	11	3
414.1873946	103560	2	3
414.6993345	103688	12	3
415.4392477	103873	8	3
415.7472116	103950	201	3
415.8911947	103986	12	3
416.4751261	104132	12	3
416.8870778	104235	12	3
417.6589872	104428	12	3
417.9669511	104505	1	3
418.3789027	104608	14	3
418.9188394	104743	7	3
419.3947835	104862	201	3
419.5107699	104891	11	3
419.8187338	104968	11	3
420.3826676	105109	11	3
420.7906197	105211	11	3
421.0705869	105281	7	3
421.4385437	105373	11	3
421.4825385	105384	201	3
422.0104766	105516	11	3
422.7023954	105689	2	3
422.9063714	105740	201	3
423.1463433	105800	13	3
423.4103123	105866	8	3
423.7462729	105950	201	3
423.7862682	105960	9	3
424.5221818	106144	12	3
425.3220879	106344	12	3
425.7140419	106442	8	3
426.0500025	106526	13	3
426.1219941	106544	201	3
426.5499438	106651	12	3
427.2498617	106826	8	3
427.7338049	106947	201	3
428.0097725	107016	13	3
428.4337228	107122	12	3
429.0216538	107269	12	3
429.30962	107341	13	3
429.5695895	107406	12	3
430.2535092	107577	12	3
430.9534271	107752	13	3
431.6773421	107933	12	3
431.925313	107995	1	3
432.309268	108091	14	3
432.5812361	108159	11	3
432.8492046	108226	7	3
433.3651441	108355	201	3
433.5411234	108399	11	3
434.0970582	108538	7	3
434.5570042	108653	201	3
434.6809897	108684	14	3
435.2409239	108824	11	3
435.828855	108971	201	3
436.0208324	109019	11	3
436.4287846	109121	11	3
436.7967414	109213	2	3
437.1367015	109298	13	3
437.2446888	109325	201	3
437.3766733	109358	8	3
437.7486297	109451	13	3
438.4325494	109622	12	3
439.1084701	109791	8	3
439.4804264	109884	12	3
439.492425	109887	201	3
440.2723335	110082	13	3
440.8682636	110231	8	3
441.4042007	110365	201	3
441.4761922	110383	13	3
442.2361031	110573	12	3
442.9400205	110749	12	3
443.1719932	110807	13	3
443.8719111	110982	1	3
444.315859	111093	14	3
444.6878153	111186	7	3
445.0117773	111267	11	3
445.1557604	111303	201	3
445.5797107	111409	14	3
445.8396802	111474	10	3
446.1156478	111543	11	3
446.659584	111679	201	3
446.7715708	111707	7	3
447.0715356	111782	14	3
447.323506	111845	11	3
447.5834755	111910	7	3
448.0594197	112029	201	3
448.2114018	112067	14	3
448.4393751	112124	11	3
448.7113432	112192	2	3
448.9953099	112263	201	3
449.2352817	112323	12	3
